case name,CO2 price ($/kgCO2),fixed cost natgas ($/kW/h),fixed cost natgas ccs ($/kW/h),fixed cost solar ($/kW/h),fixed cost wind ($/kW/h),fixed cost nuclear ($/kW/h),fixed cost storage (($/h)/kWh),fixed cost pgp storage (($/h)/kWh),var cost natgas ($/kWh),var cost natgas ccs ($/kWh),var cost solar ($/kWh),var cost wind ($/kWh),var cost nuclear ($/kWh),var cost to storage ($/kWh),var cost storage ($/kWh),var cost to pgp storage ($/kWh),var cost pgp storage ($/kWh),var cost unmet demand ($/kWh),storage charging efficiency,storage charging time (h),storage decay rate (1/h),pgp storage charging efficiency,pgp storage decay rate (1/h),mean demand (kW),capacity factor solar series (-),capacity factor wind series (-),capacity natgas (kW),capacity natgas ccs (kW),capacity solar (kW),capacity wind (kW),capacity nuclear (kW),capacity storage (kWh),capacity pgp storage (kWh),capacity to pgp storage (kW),capacity from pgp storage (kW),system cost ($/kW/h),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW)
exp3.00,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,1000.0,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,455.2760698219836,0.0,0.0,0.0,0.0,0.0,0.0,425.23523116457636,0.0,0.0,0.5814901524722558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185098475277442,124.6984600556585,0.0,0.0
exp2.95,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,891.251,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,414.43812051245305,0.0,0.0,0.0,0.0,0.0,0.0,379.6919084995414,0.0,0.0,0.5808478339618015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191521660381984,113.44444405136457,0.0,0.0
exp2.90,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,794.328,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,365.929985419434,0.0,0.0,0.0,0.0,0.0,0.0,339.03326855433147,0.0,0.0,0.5799874683872186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42001253161278135,100.05904546458035,0.0,0.0
exp2.85,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,707.946,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,325.89972337696025,0.0,0.0,0.0,0.0,0.0,0.0,302.72143243899905,0.0,0.0,0.5791950104534663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42080498954653356,89.04489580755725,0.0,0.0
exp2.80,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,630.957,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,295.7612393330196,0.0,0.0,0.0,0.0,0.0,0.0,270.29594510116937,0.0,0.0,0.5785339880660122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4214660119339877,80.78415793474288,0.0,0.0
exp2.75,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,562.341,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,265.34399831727666,0.0,0.0,0.0,0.0,0.0,0.0,241.34664897963935,0.0,0.0,0.5777882798936611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422211720106339,72.41260465981614,0.0,0.0
exp2.70,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,501.187,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,238.59497262289875,0.0,0.0,0.0,0.0,0.0,0.0,215.50274091730876,0.0,0.0,0.577047704516567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42295229548343316,65.07608042829798,0.0,0.0
exp2.65,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,446.684,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,224.95705095388945,0.0,0.0,0.0,0.0,0.0,0.0,192.4413764109285,0.0,0.0,0.5766172767487383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233827232512617,61.32241085502652,0.0,0.0
exp2.60,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,398.10699999999997,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,202.19160978289963,0.0,0.0,0.0,0.0,0.0,0.0,171.85536516419035,0.0,0.0,0.5758211473810857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42417885261891436,55.044523559648574,0.0,0.0
exp2.55,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,354.81300000000005,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,182.04048708313053,0.0,0.0,0.0,0.0,0.0,0.0,153.47615565700772,0.0,0.0,0.5750239270488489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4249760729511512,49.49030433622639,0.0,0.0
exp2.50,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,316.228,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,162.31267516685125,0.0,0.0,0.0,0.0,0.0,0.0,137.06122965448088,0.0,0.0,0.5741568406975126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42584315930248734,44.07085381843537,0.0,0.0
exp2.45,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,281.83799999999997,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,145.41257778840418,0.0,0.0,0.0,0.0,0.0,0.0,122.40271699588826,0.0,0.0,0.573319893521076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42668010647892396,39.429875449085166,0.0,0.0
exp2.40,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,251.18900000000002,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,131.41820405264133,0.0,0.0,0.0,0.0,0.0,0.0,109.31347209114833,0.0,0.0,0.5725443819859279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42745561801407206,35.578838222572635,0.0,0.0
exp2.35,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,223.872,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,120.10434507780084,0.0,0.0,0.0,0.0,0.0,0.0,97.62789655154569,0.0,0.0,0.5718370178052478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42816298219475224,32.46162571873421,0.0,0.0
exp2.30,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,199.52599999999998,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,110.83975505641743,0.0,0.0,0.0,0.0,0.0,0.0,87.19489031612132,0.0,0.0,0.571195962607678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4288040373923219,29.912733171595324,0.0,0.0
exp2.25,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,177.828,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,101.36056188408995,0.0,0.0,0.0,0.0,0.0,0.0,77.88344413126313,0.0,0.0,0.5704493343604458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4295506656395543,27.31263261017738,0.0,0.0
exp2.20,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,158.489,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,91.61910256167872,0.0,0.0,0.0,0.0,0.0,0.0,69.56846899917173,0.0,0.0,0.5695911864638907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4304088135361092,24.632470057114965,0.0,0.0
exp2.15,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,141.254,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,84.59946654046557,0.0,0.0,0.0,0.0,0.0,0.0,62.14396634145196,0.0,0.0,0.5689024413037469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310975586962531,22.702292078190972,0.0,0.0
exp2.10,0.0,-1.0,-1.0,0.0147721,-1.0,-1.0,-1.0,-1.0,0.02097,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,125.89299999999999,0.9,4.0,1.36217e-05,0.3,1.14075e-08,1.0,0.275111568001756,0.0,0.0,0.0,77.83558078859085,0.0,0.0,0.0,0.0,0.0,0.0,55.515587123589555,0.0,0.0,0.5681587369040314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4318412630959686,20.838833765838135,0.0,0.0
