case name,CO2 price ($/kgCO2),fixed cost natgas ($/kW/h),fixed cost natgas ccs ($/kW/h),fixed cost solar ($/kW/h),fixed cost wind ($/kW/h),fixed cost nuclear ($/kW/h),fixed cost storage (($/h)/kWh),fixed cost pgp storage (($/h)/kWh),var cost natgas ($/kWh),var cost natgas ccs ($/kWh),var cost solar ($/kWh),var cost wind ($/kWh),var cost nuclear ($/kWh),var cost to storage ($/kWh),var cost storage ($/kWh),var cost to pgp storage ($/kWh),var cost pgp storage ($/kWh),var cost unmet demand ($/kWh),storage charging efficiency,storage charging time (h),storage decay rate (1/h),pgp storage charging efficiency,pgp storage decay rate (1/h),mean demand (kW),capacity factor solar series (-),capacity factor wind series (-),capacity natgas (kW),capacity natgas ccs (kW),capacity solar (kW),capacity wind (kW),capacity nuclear (kW),capacity storage (kWh),capacity pgp storage (kWh),capacity to pgp storage (kW),capacity from pgp storage (kW),system cost ($/kW/h),problem status,dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW)
exp3.00,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,1000.0,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,38.08181922414341,0.0,0.0,0.0,0.0,0.0,0.8090870071925322,optimal,0.0,0.0,0.0,0.9999772492557388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2750744261126908e-05,0.0,12.845475627161955,0.0
exp2.95,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,891.251,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,36.45917404626663,0.0,0.0,0.0,0.0,0.0,0.8064304205355869,optimal,0.0,0.0,0.0,0.9999398603661321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.013963386799056e-05,0.0,12.255565954615065,0.0
exp2.90,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,794.328,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,36.45917404626663,0.0,0.0,0.0,0.0,0.0,0.8006015068021997,optimal,0.0,0.0,0.0,0.9999398603661321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.013963386799056e-05,0.0,12.255565954615065,0.0
exp2.85,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,707.946,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,34.588450570755604,0.0,0.0,0.0,0.0,0.0,0.7921375256271113,optimal,0.0,0.0,0.0,0.9998899147185337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011008528146633581,0.0,11.575474713400052,0.0
exp2.80,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,630.957,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,33.92777866547759,0.0,0.0,0.0,0.0,0.0,0.7829426473749237,optimal,0.0,0.0,0.0,0.9998694340401577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013056595984245828,0.0,11.33529391384388,0.0
exp2.75,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,562.341,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,33.64454816892627,0.0,0.0,0.0,0.0,0.0,0.7737657378720043,optimal,0.0,0.0,0.0,0.9998594217564564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014057824354367338,0.0,11.232329473408173,0.0
exp2.70,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,501.187,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,33.25797417750794,0.0,0.0,0.0,0.0,0.0,0.7649712175604618,optimal,0.0,0.0,0.0,0.999843889403635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015611059636505716,0.0,11.091797834158491,0.0
exp2.65,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,446.684,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,32.93970947320639,0.0,0.0,0.0,0.0,0.0,0.756204279756694,optimal,0.0,0.0,0.0,0.9998297557462769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017024425372306895,0.0,10.976100085993764,0.0
exp2.60,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,398.107,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,32.530002279425,0.0,0.0,0.0,0.0,0.0,0.7475233752562241,optimal,0.0,0.0,0.0,0.9998095377381175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019046226188259086,0.0,10.827162566157476,0.0
exp2.55,0.0,-1.0,-1.0,-1.0,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.05e-08,-1.0,0.0,0.0,0.0,0.0,354.813,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.0,0.363571204277968,0.0,0.0,0.0,32.42196144332034,0.0,0.0,0.0,0.0,0.0,0.7391234616995273,optimal,0.0,0.0,0.0,0.9998036843685462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001963156314538851,0.0,10.787887882633278,0.0
