case name,CO2 price ($/kgCO2),fixed cost natgas ($/kW/h),fixed cost natgas ccs ($/kW/h),fixed cost solar ($/kW/h),fixed cost wind ($/kW/h),fixed cost nuclear ($/kW/h),fixed cost storage (($/h)/kWh),fixed cost pgp storage (($/h)/kWh),var cost natgas ($/kWh),var cost natgas ccs ($/kWh),var cost solar ($/kWh),var cost wind ($/kWh),var cost nuclear ($/kWh),var cost to storage ($/kWh),var cost storage ($/kWh),var cost to pgp storage ($/kWh),var cost pgp storage ($/kWh),var cost unmet demand ($/kWh),storage charging efficiency,storage charging time (h),storage decay rate (1/h),pgp storage charging efficiency,pgp storage decay rate (1/h),mean demand (kW),capacity factor solar series (-),capacity factor wind series (-),capacity natgas (kW),capacity natgas ccs (kW),capacity solar (kW),capacity wind (kW),capacity nuclear (kW),capacity storage (kWh),capacity pgp storage (kWh),capacity to pgp storage (kW),capacity from pgp storage (kW),system cost ($/kW/h),problem status,dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW)
exp3.00,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,1000.0,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,1.3869299539837776,13.486569935317522,0.0,0.0,0.0,0.0,0.0,0.3098197311410951,optimal,0.0,0.0,0.3729820503767337,0.6270136936293973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25599386887051e-06,0.008338046484620814,4.276314779333032,0.0
exp2.95,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,891.251,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,1.4568006980696966,12.316229349765813,0.0,0.0,0.0,0.0,0.0,0.309290731259543,optimal,0.0,0.0,0.3876145270519496,0.6123557075914788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9765356571486923e-05,0.012915710037531598,3.865470629266533,0.0
exp2.90,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,794.328,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,1.9241263961132753,10.797711741780303,0.0,0.0,0.0,0.0,0.0,0.30411707822426715,optimal,0.0,0.0,0.45125585872747037,0.5486892725657392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48687067903547e-05,0.07776008878445799,3.3770477888396813,0.0
exp2.85,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,707.946,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,1.924126396113275,10.797711741780303,0.0,0.0,0.0,0.0,0.0,0.2993774095943027,optimal,0.0,0.0,0.4512558587274703,0.5486892725657393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48687067903547e-05,0.07776008878445795,3.3770477888396813,0.0
exp2.80,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,630.957,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,1.924126396113275,10.797711741780303,0.0,0.0,0.0,0.0,0.0,0.2951531227272201,optimal,0.0,0.0,0.4512558587274703,0.5486892725657393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48687067903547e-05,0.07776008878445795,3.3770477888396813,0.0
exp2.75,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,562.341,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,1.924126396113275,10.797711741780303,0.0,0.0,0.0,0.0,0.0,0.29138825154209314,optimal,0.0,0.0,0.4512558587274703,0.5486892725657393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48687067903547e-05,0.07776008878445795,3.3770477888396813,0.0
exp2.70,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,501.187,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,2.075990444834368,10.304248118940018,0.0,0.0,0.0,0.0,0.0,0.28751547373695735,optimal,0.0,0.0,0.4618692211341922,0.5380625293478438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824951796400691e-05,0.1088999624382516,3.2082653684341653,0.0
exp2.65,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,446.684,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,2.075990444834368,10.304248118940018,0.0,0.0,0.0,0.0,0.0,0.2837956702593651,optimal,0.0,0.0,0.4618692211341922,0.5380625293478438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824951796400691e-05,0.1088999624382516,3.2082653684341653,0.0
exp2.60,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,398.107,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,2.1544609303446114,10.049267888977651,0.0,0.0,0.0,0.0,0.0,0.2803899374642942,optimal,0.0,0.0,0.4662259616366627,0.5336966400932854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.739827005165539e-05,0.12611776003669625,3.1199277884142327,0.0
exp2.55,0.0,-1.0,-1.0,0.0195287,0.0206486,-1.0,-1.0,-1.0,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,354.813,0.9,6.0,1.36217e-05,0.3,1.14075e-08,1.0,0.2749382517596233,0.363571204277968,0.0,0.0,2.1544609303446114,10.049267888977651,0.0,0.0,0.0,0.0,0.0,0.2770390567606778,optimal,0.0,0.0,0.4662259616366627,0.5336966400932854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.739827005165539e-05,0.12611776003669625,3.1199277884142327,0.0
