time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.0,0.002022982,0.270847194,0.0,0.0,0.001805821115366616,0.8290398030838672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1691543758007662,0.0,1.1102230246251565e-16,0.0,0.447
1.0,1.0,0.0,0.274821448,0.0,0.0,0.0,0.841204650372502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15879534962749792,0.0,1.1102230246251565e-16,0.0,0.447
2.0,1.0,0.0,0.276146649,0.0,0.0,0.0,0.8452609758594353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547390241405647,0.0,1.1102230246251565e-16,0.0,0.447
3.0,1.0,0.0,0.273340059,0.0,0.0,0.0,0.836670246944824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16332975305517602,0.0,1.1102230246251565e-16,0.0,0.447
4.0,1.0,0.0,0.262454067,0.0,0.0,0.0,0.803349168255515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1966508317444851,0.0,0.0,0.0,0.447
5.0,1.0,0.0,0.252559161,0.0,0.0,0.0,0.7730617179754378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22693828202456226,0.0,0.0,0.0,0.447
6.0,1.0,0.0,0.247681079,0.0,0.0,0.0,0.7581303314582603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24186966854173975,0.0,1.1102230246251565e-16,0.0,0.447
7.0,1.0,0.0,0.245285879,0.0,0.0,0.0,0.7507988317036552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24920116829634473,0.0,1.1102230246251565e-16,0.0,0.447
8.0,1.0,0.0,0.242146792,0.0,0.0,0.0,0.7411903582692096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588096417307904,0.0,0.0,0.0,0.447
9.0,1.0,0.0,0.240808832,0.0,0.0,0.0,0.7370949785883181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26290502141168187,0.0,1.1102230246251565e-16,0.0,0.447
